Titel|Prijs|ReleaseDatum|AantalSpelers|Genre|PegiLeeftijd|PegiInhoud|Publisher|Ontwikkelaar|GesprokenTaal|GeschrevenTaal|Platform|LocalImgUrl|LocalBgImgUrl|HtmlDetailTekst
Manhunter|9.98|15/3/2013|Singleplayer|Puzzle|16|null|Mindscape|null|null|null|pc|pc/Manhunter.jpg|pc/Manhunter_background.jpg|<div class="wrap">  <p><strong>Manhunter</strong></p>  <p>Wanneer John "Striker" Gullivan, een veteraan in geheime operaties, de SAS verliet, was hij nog lang niet over zijn pensioen aan het nadenken. Hij legde zich samen met Max, een van de beste hackers ter wereld, toe op de minder legale zijde van zijn 'wereld' en verwerfde al gouw faam onder zijn medehuurlingen en privé agentschappen. Nu neemt hij zelfs semi-officiële jobs aan die te gevaarlijk of politiek gevoelig zijn voor elke regeringsagenda. Een nieuwe jacht begint...</p>  <p>- Word een wereldbefaamde huurling en speel door 5 grote hoofdstukken die zich afspelen over de hele wereld.<br>- Neem het op tegen allerlei vijanden - van Russische gewapende eenheden en gevaarlijke huurlingen tot terroristische organisaties.<br>- Gebruik 4 verschillende sluipschuttergeweren samen met pistolen tegen je vijanden.<br>- Kogels gedragen zich als echte kogels:&nbsp;Leer om de zwaartekracht en de wind in je voordeel te laten werken.</p>  <p><strong>Systeemeisen:<br>- Pentium Dual Core 2.4 GHz<br>- 2 GB RAM<br>- NVIDIA 9800GT met 1 GB RAM<br>- Windows XP, Vista, 7 of 8<br>- 5 GB vrije schijfruimte</strong></p> </div> <div class="lnk lnk--more">  <a href="#" data-more="Lees meer" data-less="Minder"> <span>Lees meer</span> </a> </div>
Sniper - Ghost Warrior 2 Collector's Edition|59.98|13/3/2013|Online Multiplayer Competitief, Singleplayer|Shooter|18|Geweld, Grof taalgebruik|Easy Interactive|null|null|null|xbox-360|xbox-360/Sniper--Ghost-Warrior-2-Collectors-Edition.jpg|xbox-360/Sniper--Ghost-Warrior-2-Collectors-Edition_background.jpg|<div class="wrap">  <p><strong>Sniper - Ghost Warrior 2 Collector's Edition</strong></p>  <p>Sniper - Ghost Warrior 2 brengt de bulls-eye precisie van zijn best-selling voorloper naar nieuwe en spannende hoogten. De missies van Sniper - Ghost Warrior 2, dat wordt aangedreven door de CryEngine 3, zijn grafisch prachtig en uitdagender dan ooit tevoren, dus stap weer in dat special ops camouflagepak om je vijanden te elimineren met dodlijke precisie.</p>  <p>- Grafisch prachtige omgevingen door CryEngine 3.<br>- Multiplayer modes speciaal gemaakt voor sniperduellen.<br>- Uniek camerastandpunt dat je kogel volgt tot je doelwit.<br>- Voertuigen geven een nieuwe dimensie aan de Sniper series.<br>- Verschillende en gevarieerde locaties, zoals stedelijke omgevingen, jungle- en berggebieden.<br><br><strong>De Sniper - Ghost Warrior 2 Collector's Edition bevat<br><br>- Exclusieve verpakking.<br>- Steelbook doosje waarin het spel verpakt zit.<br>- Artbook vol met nooit eerder vertoonde illustraties van omgevingen en personages.<br>- 'Sniper Tactics and History Fanbook', gemaakt in samenwerking met militaire experts.<br>- Officiële soundtrack.<br>- Twee exclusieve wapens te gebruiken in de multiplayer mode.<br>- Vier exclusieve speelbare personages in de multiplayer mode.</strong></p> </div> <div class="lnk lnk--more">  <a href="#" data-more="Lees meer" data-less="Minder"> <span>Lees meer</span> </a> </div>
StarCraft II - Heart of the Swarm|9.98|12/3/2013|Online Multiplayer Competitief, Singleplayer|Strategy|16|Geweld, Online registratie verplicht|Blizzard|null|null|null|pc|pc/StarCraft-II--Heart-of-the-Swarm.jpg|pc/StarCraft-II--Heart-of-the-Swarm_background.jpg|<div class="wrap">  <p><strong>Starcraft II - Heart of the Swarm</strong></p>  <p>Jij bent Sarah Kerrigan, de voormalige Queen of Blades. Je was ooit het meest gevreesde wezen in het melkwegstelsel,maar Jim Raynor heeft je eindelijk weten te 'bevrijden' van deze vloek.&nbsp;Nu wacht je in een cel, diep onder een streng beveiligd laboratorium. Het Terran Dominion is&nbsp;er echter op gebrand om jou voor eens en voor altijd uit de weg te ruimen, dus voor dit gebeurt moet je zien te ontsnappen naar de duistere uithoeken van de ruimte ... en je rechtvaardige plaats terug opeisen in het hart van de Swarm.</p>  <p>- Leid Sarah Kerrigan in haar missie om wraak te nemen op Mensk en iedereen die haar in de weg staat.<br>- Evolueer je 'brood' tot allesvernietigende biologische wapens, ontgrendel latente psionische krachten en zwerf van planeet tot planeet in je Zerg Leviathan ter grote van een maan.<br>- Nieuwe vernietigende wapens: Verkool je vijanden met de Battle Hellion, overheers het luchtruim met de Tempest, Overspoel ingegraven vijanden met de Swarm Host en veel meer.<br>- Speel online matches tegen en samen met andere spelers via Battle.net, naarst een eindeloos aantal mods in de Starcraft II arcade.<br>- Internetconnectie vereist!<br><strong>- De volledige versie van Starcraft II - Wings of Liberty is&nbsp;NIET meer vereist om deze game te spelen!</strong></p>  <p><strong>Minimale Systeemeisen:<br>PC:<br></strong>- Windows XP/ Vista/ 7/ 8&nbsp;(laatste Service Packs) met DirectX 9.0c.<br>-&nbsp;Intel Pentium D / AMD Athlon 64 X2<br>- NVIDIA GeForce&nbsp;7600 GT/ ATI Radeon&nbsp;X800 XT&nbsp;videokaart.<br><strong>Mac:<br></strong>- Mac OS X 10.7 of nieuwer.<br>- Intel Core 2 Duo Processor.<br>- NVIDIA GeForce 9400M/ ATI Radeon&nbsp;HD 2600 Pro&nbsp;of beter.<br><strong>Mac en PC:<br></strong>-&nbsp;20 GB harde schijf ruimte.<br>- 1,5 GB RAM ( 2 GB voor Mac)<br>- DVD-ROM drive<br>- Breedband internetconnectie.<br>- 1024x768 minimale schermresolutie.</p>  <p><strong>Aanbevolen Systeemeisen:<br>PC:<br></strong>- Windows 7/ 8 (laatste Service Packs) .<br>-&nbsp;Intel Core 2 Duo E6600/ AMD Athlon 64 X2 5000+ of beter.<br>- 2 GB RAM.<br>- 512 MB NVIDIA GeForce 8800 GT/ ATI Radeon HD 4850 of beter.<br><strong>Mac:<br></strong>- Mac OS X 10.8 of nieuwer.<br>- Intel Core&nbsp;i3 processor.<br>- 4 GB RAM.<br>- NVIDIA GeForce&nbsp;GT 650M/ ATI Radeon HD 4850 of beter.</p> </div> <div class="lnk lnk--more">  <a href="#" data-more="Lees meer" data-less="Minder"> <span>Lees meer</span> </a> </div>
Metal Gear Rising - Revengeance|9.98|21/2/2013|Online Multiplayer Competitief, Singleplayer|Stealth|null|Geweld, Grof taalgebruik|Konami|null|null|null|xbox-360|xbox-360/Metal-Gear-Rising--Revengeance.jpg|xbox-360/Metal-Gear-Rising--Revengeance_background.jpg|<div class="wrap">  <p><strong>Metal Gear Rising - Revengeance<br><br></strong>Dit gloednieuwe deel binnen de reeks tilt Metal Gear naar compleet nieuwe hoogten. Metal Gear Rising - Revengeance legt zich toe op het in beeld brengen van een compleet nieuwe actie-ervaring op een manier waarop we dat nog nooit eerder gezien hebben. De combinatie van talenten afkomstig uit Kojima Productions (bekend van o.a. Metal Gear Solid 4: Guns of the Patriots) én PlatinumGames (bekend van o.a. Bayonetta) zorgt ervoor dat spelers de beste elementen uit bikkelharde actiegames en epische verhaallijnen in één pakket zullen terugvinden. <br><br>In het spel staat Raiden, een vroegere kindsoldaat omgevormd tot een half-mens/half-cyborg ninja, centraal. Hij is uitgerust met een zogenaamde high-frequency katana en een ziel die op zoek is naar wraak.<br><br>In de nabije toekomst zijn cyborgs gemeengoed geworden. Spring je vanaf dat punt drie jaar terug in de tijd, dan kom je terecht in de periode dat het systeem van de Patriots - die in het geheim de globale leiders als poppen bespeelden - in elkaar storte. Overkoepelende vrede is echter nog steeds ver zoek. De verspreiding van de cybernetische technologie heeft geleid tot instabiliteit en conflict. Bovendien zijn de PMC's (Private Military Companies) die door de Patroits gecontroleerd werden volledig ingestort waardoor schaduworganisaties de kans hebben om de macht te grijpen.<br><br>Deze buiten de wetten handelende PMC's maken uiteraard ook gebruik van de cybernetische technologiën, en ze gebruiken deze nieuwe middelen om hun macht te misbruiken. Raiden is een lid van 'Maverick Security', een organisatie die de vrede tussen de PMC's moet bewaren. Ons hoofdpersonage leeft dan ook volgens het mantra 'levens redden en sparen'. De wereld is echter in verval, wat hem ertoe drijft om alles wat in zijn weg staat met de grond gelijk te maken.<br><br>- De allernieuwste Metal Gear-game met een geheel nieuwe stijl, actievolle gameplay en Raiden, een centraal personage dat een cyborg ninja is.<br>- De geboorte van nieuwe Metal Gear-ervaring : Kojima Productions (bekend van MGS4) en PlatinumGames (bekend van Bayonetta) bundelen krachten.<br>- Snelle + vloeiende gameplay gericht op het hanteren van een high-frequency katana en z'n "allesomvatende snijvlak in real time". Snijd alles, altijd en overal!<br>- Episch verhaal zoals we dat van Metal Gear game gewend zijn geworden. De gebeurtenissen in Revengeance spelen zich of na die uit Metal Gear Solid 4. </p> </div> <div class="lnk lnk--more">  <a href="#" data-more="Lees meer" data-less="Minder"> <span>Lees meer</span> </a> </div>
Elder Scrolls 5 - Skyrim - Dragonborn (Add-On)|19.98|5/2/2013|Online Multiplayer Competitief, Singleplayer|RPG|18|Geweld, Online registratie verplicht|Bethesda|null|null|null|pc|pc/Elder-Scrolls-5--Skyrim--Dragonborn-AddOn.jpg|pc/Elder-Scrolls-5--Skyrim--Dragonborn-AddOn_background.jpg|<div class="wrap">  <p><strong>Elder Scrolls 5 - Skyrim - Dragonborn (Add-On)</strong></p>  <p>Reis van Morrowind naar het eiland Solstheim, waar je te maken krijgt met nieuwe steden, kerkers en zoektochten terwijl je lagzamerhand steeds beter wordt met&nbsp;Shouts waar je de wilskracht van je vijanden mee kunt bedwingen en zelfs draken mee kunt temmen. Je neemt het op tegen je dodelijkste tegenstander, de eerste Dragonborn, om jouw lot en dat van Solstheim te beslissen.</p>  <p><strong>Word de ultieme Dragonborn</strong></p>  <p>Gebruik de macht van je Stem waarmee je het opneemt tegen de eerste Dragonborn. Gebruik nieuwe schreeuwen en spreuken zoals de Dragon Aspect, waarmee je de innerlijke kracht van een draak kunt oproepen om immense klappen uit te delen.</p>  <p><strong>Nieuwe krachten</strong></p>  <p>Ontdek duistere krachten als je door een nieuw rijk van de Deadra trekt. Verzamel boeken met verboden kennis en kies nieuwe paden voor je vermogens en vaardigheden.</p>  <p><strong>Nieuwe kerkers, wezens, wapens, en meer</strong></p>  <p>Trek Bonemold- en Chitin-harnassen aan en gebruik Stalhrim-wapens in je avonturen door allerlei kerkers. Strijd tegen vervaarlijke tegenstanders zoals de Ash Spawn, Rieklings en nog veel meer.</p>  <p><strong>- Om deze uitbreiding te kunnen spelen is de game 'The Elder Scrolls V - Skyrim' vereist!<br>- De gamevepakking bevat enkel een downloadcode, geen gamedisk!</strong></p> <strong> <p><strong>Systeemeisen / System Requirements:<br>- Windows 7/ Vista/ XP<br>- Dual Core 2.0 GHz <br>- 2 GB RAM<br>- 7 GB vrije schijfruimte<br>- 512 MB RAM videokaart met DirectX 9.0c ondersteuning</strong></p></strong> </div> <div class="lnk lnk--more">  <a href="#" data-more="Lees meer" data-less="Minder"> <span>Lees meer</span> </a> </div>
Omerta - City of Gangsters|19.98|5/2/2013|Online Multiplayer Competitief, Singleplayer|Action|16|Geweld, Online registratie verplicht|Kalypso Media|null|null|null|pc|pc/Omerta--City-of-Gangsters.jpg|pc/Omerta--City-of-Gangsters_background.jpg|<div class="wrap">  <p><strong>Omerta - City of Gangsters<br><br></strong>Dit is een simulatiegame waarin tactische turn-based gevechten een grote rol spelen. Jij kruipt in de huid van een net van de boot gestapte immigrant, boordevol met dromen over een groots leven in een grote stad. De speler zal deze dromen waar moeten maken door omhoog te klimmen op de ladder van de criminele hiërarchie temidden Atlantic City tijdens de jaren '20. <br><br>Je gaat van start door kleine opdrachten uit te voeren, en gaandeweg zul je handlangers recruteren waarmee je vijandelijke gebieden kunt overnemen. Op die manier zorg je ervoor dat je eigen criminele imperium steeds groter en groter wordt. Uiteindelijk is het zelfs mogelijk om een zogenaamd <em>crime syndicate</em> op te richten, en als dé de facto heerser van Atlantic City uitgeroepen te worden.<br><br>- Historisch accurate representatie van Atlantic City en alle bijhorende bezienswaardigheden.<br>- Strategische gameplay waarbij planning en het verzamelen van informatie van groot belang zijn.<br>- Tactische turn-based gevechten, compleet met een cover systeem én sluipactie.<br>- 15 speelbare personages, elk met hun eigen persoonlijkheid en culturele achtergrond.<br>- Een RPG-systeem waarmee je je personages kunt uitbouwen en hun uitrusting kunt beheren.<br>- Zowel competitieve als coöperatieve multiplayer modi. </p>  <p><strong>Systeemeisen:<br>- Windows XP / Vista/ 7<br>- 2 GHz Dual Core<br>- 2 GM RAM<br>- 256MB RAM GeForce 8800/ Radeon HD 2000 met Pixel Shaders 3.0<br>- 5 GB vrije schijfruimte</strong></p> </div> <div class="lnk lnk--more">  <a href="#" data-more="Lees meer" data-less="Minder"> <span>Lees meer</span> </a> </div>
Ace Combat - Assault Horizon Enhanced Edition|19.98|30/1/2013|Online Multiplayer Competitief, Singleplayer|Flight, Action|16|Geweld, Online registratie verplicht|Bandai Namco Entertainment|null|null|null|pc|pc/Ace-Combat--Assault-Horizon-Enhanced-Edition.jpg|pc/Ace-Combat--Assault-Horizon-Enhanced-Edition_background.jpg|<div class="wrap">  <p><strong>Ace Combat - Assault Horizon&nbsp;Enhanced Edition</strong></p>  <p>Ace Combat - Assault Horizon geeft je een nieuwe kijk op het vlieg-actie genre, want dit is niet zomaar Ace Combat 7, maar een volledige reboot van de serie. Assault Horizon introduceert een compleet nieuw gevechtssysteem dat volledig draait rond dogfights, waarbij je dichtbij je doelwit moet geraken. Waar je vroeger vooral raketten afvuurde naar vijanden in de verte, zal je nu recht achter hun staartvleugel hangen, terwijl je hen achtervolgt tussen gebouwen en uitgeslepen ravijnen. </p>  <p><strong>Get to da choppa!</strong></p>  <p>Een andere nieuwe toevoeging aan de Ace Combat reeks zijn de helicopters die je zelf kan besturen en on-rail missies waarbij je een machinegeweer aan de zijkant van een helicopter bemant en soldaten op de grond neermaait. Je zal vliegen over echt bestaande locaties met o.a. Oost Afrika en Dubai. Via de multiplayer modus kan je het dan weer opnemen tegen spelers van over de hele wereld in intense dogfights.</p>  <p>- Reboot van de Ace Combat serie.<br>- Intensere gevechten via het nieuwe "Close-range Assault" gevechtssysteem.<br>- Bestuur nu ook gevechtshelicopters als piloot of beman de machinegeweren aan de zijkant.<br>- Neem het online op tegen anderen in intense dogfights.</p>  <p><strong>De Enhanced Edition bevat:<br>- Controls en graphics die zijn aangepast en verbeterd voor PC.<br>- 8 extra vliegtuigen, waaronder de YF-23 Black Widow II, Su-37 Terminator en de Ka-50 Hokum.<br>- 2 nieuwe maps.<br>- 27 nieuwe skins.<br>- 9 extra skill upgrades.</strong></p>  <p><strong>Minimum Systeemeisen:<br>- Windows Vista/ XP/ 7/ 8<br>- Intel Core 2 Duo 1.8 GHz/ AMD Athlon X2 2.4 GHz<br>- 2 GB RAM<br>- 16 GB vrije schijfruimte<br>- nVidia GeForce 8800GT/ ATI Radeon 3850</strong></p> </div> <div class="lnk lnk--more">  <a href="#" data-more="Lees meer" data-less="Minder"> <span>Lees meer</span> </a> </div>
DmC - Devil May Cry|19.98|24/1/2013|Singleplayer|Action, Adventure|16|Geweld, Grof taalgebruik, Seks|Capcom|null|null|null|pc|pc/DmC--Devil-May-Cry.jpg|pc/DmC--Devil-May-Cry_background.jpg|<div class="wrap">  <p><strong>DmC Devil May Cry</strong></p>  <p>Het verhaal van DmC Devil May Cry speelt zich af tijdens de jonge jaren van Dante. Als zoon van een menselijke moeder en een duivelse vader voelt Dante zich gevangen tussen twee werelden. Wetten en regels lapt hij aan zijn laars en iedere vorm van respect ontbreekt. Onbegrepen door de mens en geterroriseerd door demonen leert Dante op de harde manier wat het betekent om half engel en half demoon te zijn.<br><br>- Verken de beginjaren van Dante, een van de meest iconische videogame-karakters van het laatste decennium.<br>- Combineer Dante's engelen- en demonenkrachten om zo de meest spectaculaire vechtcombinaties te creëren. <br>- Reboot van de franchise, gemaakt door Ninja Theory, gekend van Heavenly Sword en Enslaved - Odyssey to the West.</p>  <p><strong>Minimum Systeemeisen:<br>- Windows XP/ Vista/ 7/ 8<br>- Intel Core 2 Duo 2.4 GHz/ AMD Athlon X2 2.8 GHz<br>- 2 GB RAM<br>- 8 GB vrije schijfruimte<br>- NVIDIA GeForce 8800GTS/ ATI Radeon HD 3850</strong></p> </div> <div class="lnk lnk--more">  <a href="#" data-more="Lees meer" data-less="Minder"> <span>Lees meer</span> </a> </div>
Ninja Gaiden 3 - Razor's Edge|59.98|11/1/2013|Online Multiplayer Competitief, Singleplayer|null|18|Geweld, Grof taalgebruik|Nintendo|null|null|null|wii-u|wii-u/Ninja-Gaiden-3--Razors-Edge.jpg|wii-u/Ninja-Gaiden-3--Razors-Edge_background.jpg|<div class="wrap">  <p><strong>&nbsp;Ninja Gaiden 3 - Razor's Edge</strong></p>  <p>In Ninja Gaiden 3: Razor s Edge wordt de mysterieuze krijger Ryu Hayabusa geteisterd door een vloek die hem dreigt te vernietigen. Terwijl spelers in het originele Ninja Gaiden 3 uit slechts drie wapens konden kiezen, biedt deze nieuwe versie er zes: zwaard, klauwen, zeis, dubbele katana, staf en kusarigama, elk met hun eigen krachtige mogelijkheden. De beschikbare Ninpo-magie is uitgebreid van één naar drie soorten.</p>  <p><strong>&nbsp;De volgende functies en verbeteringen in Ninja Gaiden 3: Razor s Edge zijn exclusief voor Wii U:</strong></p>  <p>- De terugkeer van amputaties: In de Wii U-versie kunnen vijanden met afgehakte armen en benen door blijven vechten, zodat spelers tot het eind van de strijd alert moeten blijven.<br>- Ayane als speelbaar personage: In vorige versies van het spel verscheen Ayane alleen even in een filmpje; in de Wii U-versie kunnen spelers haar gebruiken als speelbaar personage in haar eigen, exclusieve hoofdstukken en daarbij gebruik maken van speciale wapens en Ninpo-aanvallen.<br>- Personage-progressiesysteem:&nbsp; Met de karmapunten die spelers tijdens gevechten verdienen kunnen ze wapens en Ninpo versterken, nieuwe acties leren, het HP-niveau verhogen en nieuwe kostuums vrijspelen.<br>-&nbsp;Ryu en Ayane in de samenwerkstand: Voor het eerst kunnen spelers online samenwerken met Ryu of Ayane.<br>- Test of Valor-gevechtsgebieden: In elk hoofdstuk bevindt zich een verborgen gevechtsgebied genaamd Test of Valor. Wanneer een speler genoeg Crystal Skulls heeft gevonden, wordt hij naar deze gebieden verplaatst om te strijden tegen grote groepen vijanden en klassieke Ninja Gaiden-eindbazen die nieuwe trucs gebruiken.<br>- Wii U GamePad-functies: Spelers kunnen zonder de actie te onderbreken de Wii U GamePad gebruiken om te wisselen tussen wapens en Ninpo-aanvallen, of om snel even te kijken welke knoppencombinaties nodig zijn voor de diverse combo-aanvallen.<br>- Meer speelbare personages: Na de lancering van het spel komen meer speelbare personages beschikbaar als gratis downloadbare content. Meer informatie over deze personages wordt op een later moment onthuld.</p> </div> <div class="lnk lnk--more">  <a href="#" data-more="Lees meer" data-less="Minder"> <span>Lees meer</span> </a> </div>
Anarchy Reigns Limited Edition|19.98|8/1/2013|Online Multiplayer Competitief, Singleplayer|Action|16|Geweld, Grof taalgebruik|Sega|null|null|null|playstation-3|playstation-3/Anarchy-Reigns-Limited-Edition.jpg|playstation-3/Anarchy-Reigns-Limited-Edition_background.jpg|<div class="wrap">  <p><strong>Anarchy Reigns Limited Edition</strong></p>  <p>Anarchy Reigns is een keihard vechtspel boordevol actie van de nu al legendarische PlatinumGames studio. In Anarchy Reigns verkent PlatinumGames de grenzen van het conventionele vechtspelgenre met technische perfectie en de haar zo kenmerkende creativiteit, door in de keiharde actie meerdere spelers tegelijk te betrekken. Het spel bevat diverse multiplayermodi met verschillende uitdagingen, waaronder Tag Team-gevechten en Battle Royal, waarin spelers anderen kunnen uitdagen voor een gevecht om de overwinning. </p>  <p><strong>Unieke vechters</strong></p>  <p>De verschillende personages hebben allemaal hun eigen aanvallen en vechtstijl. Zo heb je onder andere de hoofdrolspeler van MadWorld, Jack Cayman,&nbsp;met zijn dubbele kettingzaag en&nbsp;Sasha, die een met nano-machines uitgerust pak draagt&nbsp;en ijsaanvallen kan uitvoeren. Verder heb je nog Zero, een cybernetische ninja die zijn vijanden doormidden klieft met zijn twee katanas, en Big Bull, een cyborg met een menselijk brein en een jetpack op zijn rug, die kan transformeren in een&nbsp;enorme hamer. Meer personages zullen later nog bekend gemaakt worden.&nbsp;</p>  <p><strong>PlatinumGames</strong></p>  <p>PlatinumGames is een van de creatiefste en meest geprezen ontwikkelaars ter wereld. De&nbsp;studio&nbsp;bestaat nog niet zo lang, maar heeft al verschillende topspellen uitgebracht, waaronder Madworld, Bayonetta, Vanquish en Infinite Space. De studio is opgericht door de belangrijkste leden van Capcom's Clover Studio, dat eerder verantwoordelijk was voor Viewtiful Joe en Okami. De producer van Anarchy Reigns, Atsushi Inaba, heeft eerder al gewerkt aan Vanquish, Madworld en Okami, en&nbsp;director Masaki Yamanaka&nbsp;is&nbsp;was mee verantwoordelijk voor onder andere Resident Evil 4 en de Resident Evil remake op GameCube.&nbsp;&nbsp;</p>  <p>-&nbsp;Online multiplayer vechtspel met meerdere modi boordevol actie.<br>-&nbsp;Meerdere speelbare personages, elk met unieke vaardigheden en superkrachten.<br>-&nbsp;Over-the-top gevechten en unieke personages waarmee je online kunt spelen.<br>- Van de makers van onder andere Madworld, Bayonetta en Vanquish.<br>&nbsp;-De limited Edition bevat Bayonetta als speelbaar personage en twee extra multiplayer modi.</p> </div> <div class="lnk lnk--more">  <a href="#" data-more="Lees meer" data-less="Minder"> <span>Lees meer</span> </a> </div>
Anarchy Reigns Limited Edition|19.98|8/1/2013|Online Multiplayer Competitief, Singleplayer|Action|16|Geweld, Grof taalgebruik|Sega|null|null|null|xbox-360|xbox-360/Anarchy-Reigns-Limited-Edition.jpg|xbox-360/Anarchy-Reigns-Limited-Edition_background.jpg|<div class="wrap">  <p><strong>Anarchy Reigns Limited Edition</strong></p>  <p>Anarchy Reigns is een keihard vechtspel boordevol actie van de nu al legendarische PlatinumGames studio. In Anarchy Reigns verkent PlatinumGames de grenzen van het conventionele vechtspelgenre met technische perfectie en de haar zo kenmerkende creativiteit, door in de keiharde actie meerdere spelers tegelijk te betrekken. Het spel bevat diverse multiplayermodi met verschillende uitdagingen, waaronder Tag Team-gevechten en Battle Royal, waarin spelers anderen kunnen uitdagen voor een gevecht om de overwinning. </p>  <p><strong>Unieke vechters</strong></p>  <p>De verschillende personages hebben allemaal hun eigen aanvallen en vechtstijl. Zo heb je onder andere de hoofdrolspeler van MadWorld, Jack Cayman, met zijn dubbele kettingzaag en Sasha, die een met nano-machines uitgerust pak draagt en ijsaanvallen kan uitvoeren. Verder heb je nog Zero, een cybernetische ninja die zijn vijanden doormidden klieft met zijn twee katanas, en Big Bull, een cyborg met een menselijk brein en een jetpack op zijn rug, die kan transformeren in een enorme hamer. Meer personages zullen later nog bekend gemaakt worden. </p>  <p><strong>PlatinumGames</strong></p>  <p>PlatinumGames is een van de creatiefste en meest geprezen ontwikkelaars ter wereld. De studio bestaat nog niet zo lang, maar heeft al verschillende topspellen uitgebracht, waaronder Madworld, Bayonetta, Vanquish en Infinite Space. De studio is opgericht door de belangrijkste leden van Capcom's Clover Studio, dat eerder verantwoordelijk was voor Viewtiful Joe en Okami. De producer van Anarchy Reigns, Atsushi Inaba, heeft eerder al gewerkt aan Vanquish, Madworld en Okami, en director Masaki Yamanaka is was mee verantwoordelijk voor onder andere Resident Evil 4 en de Resident Evil remake op GameCube. </p>  <p>- Online multiplayer vechtspel met meerdere modi boordevol actie.<br>- Meerdere speelbare personages, elk met unieke vaardigheden en superkrachten.<br>- Over-the-top gevechten en unieke personages waarmee je online kunt spelen.<br>- Van de makers van onder andere Madworld, Bayonetta en Vanquish.<br>-De limited Edition bevat Bayonetta als speelbaar personage en twee extra multiplayer modi.</p> </div> <div class="lnk lnk--more">  <a href="#" data-more="Lees meer" data-less="Minder"> <span>Lees meer</span> </a> </div>
NBA 2K13|14.98|22/12/2012|Online Multiplayer Competitief, Singleplayer|Sport|3|null|2K Games|null|null|null|wii-u|wii-u/NBA-2K13.jpg|wii-u/NBA-2K13_background.jpg|<div class="wrap">  <p><strong>NBA 2K13</strong></p>  <p>- Geproduceerd door de wereldberoemde rapper Jay Z, die toezicht hield over de soundtrack, de in-game presentatie-elementen en de algemene stijl van de game.<br>- Verbeterde gameplay - Gebruik de besturingsstick voor een betere balbeheersing en de Dynamic Shot Generator voor meer realistische shots, evenals gloednieuwe Signature-vaardigheden en meer.<br>- Stel je eigen MyPLAYER samen door hem Signature-vaardigheden te geven en verkrijg je eigen animaties met Virtual Currency. Bevat nieuwe manieren om sponsors te krijgen, gloednieuwe kleding en uitrusting en nog veel meer.<br>- Krijg eindelijk het antwoord op de vraag: Wie zou het duel winnen tussen Michael Jordans Dream Team uit 1992 en Kevin Durants team van 2012?<br>- MyTEAM - Verzamel spelers, outfits, arena's, en boosts. Speel online tegen de MyTEAMS van andere spelers in een nieuw wedstrijdschema.</p> </div> <div class="lnk lnk--more">  <a href="#" data-more="Lees meer" data-less="Minder"> <span>Lees meer</span> </a> </div>
Skylanders - Giants Starter Pack|49.98|4/12/2012|Singleplayer|Adventure|7|Geweld, Angstaanjagend|Activision|null|null|null|wii-u|wii-u/Skylanders--Giants-Starter-Pack.jpg|wii-u/Skylanders--Giants-Starter-Pack_background.jpg|<div class="wrap">  <p><strong>Skylanders - Giants Starter Pack</strong></p>  <p>Kaos is terug!</p>  <p>Duizenden jaren geleden gingen de Skylanders Giants de strijd aan in epische gevechten in de Skylands, totdat ze naar de aarde werden verbannen. Nu een nieuwe dreiging de kop op steekt, wordt het tijd dat ze hun krachten bundelen met de Skylanders. Alleen jij kunt ze op de Portal of Power zetten en hun krachten onthullen in de ultieme strijd om de Skylands te redden.</p>  <p>- Verzamel meer dan 45 nieuwe skylanders figuren, waaronder Giants, Lightcore figuren die licht geven en oude bekenden met nieuwe krachten!</p>  <p><strong>Dit pakket bevat<br>- Software Skylanders Giants<br>- 1 Giant Skylander figurine - Tree Rex<br>- 2 Standaard Skylanders - Jet-Vac en Cynder<br>- Portal of Power (niet draadloos)</strong></p> </div> <div class="lnk lnk--more">  <a href="#" data-more="Lees meer" data-less="Minder"> <span>Lees meer</span> </a> </div>
Nintendo Land|24.98|30/11/2012|Singleplayer|Puzzle, Party|12|Geweld|Nintendo|null|null|null|wii-u|wii-u/Nintendo-Land.jpg|wii-u/Nintendo-Land_background.jpg|<div class="wrap">  <p><strong>Nintendo Land</strong></p>  <p>Nintendo Land bevat een collectie aan mini-games, net als Wii Party en introduceert de compleet nieuwe dynamiek van asymmetrische gameplay, waar wat je ziet op de GamePad compleet verschilt van wat er op de televisie verschijnt. De speler met de GamePad krijgt andere informatie, gezichtspunten, voordelen en doelen, wat totaal nieuwe coöperatieve en competitieve mogelijkheden creëert. Bovendien stelt het beginnende en gevorderde spelers in staat om samen van spellen te genieten, zonder gedwongen worden om boven of onder hun niveau te spelen.</p>  <p>- 12 unieke attracties om de Wii U Gamepad te laten schitteren.<br>- Speel in team, tegen elkaar of alleen.</p> </div> <div class="lnk lnk--more">  <a href="#" data-more="Lees meer" data-less="Minder"> <span>Lees meer</span> </a> </div>
Transformers - Prime|59.98|30/11/2012|Singleplayer|Action|7|Geweld|Activision|null|null|null|wii-u|wii-u/Transformers--Prime.jpg|wii-u/Transformers--Prime_background.jpg|<div class="wrap">  <p><strong>Transformers - Prime</strong></p>  <p>Autobots ... Rijden maar!</p>  <p>Voer een spectaculaire aanval uit op het leger van Megatron met alle Autobots van team Prime of vecht elkaar als één van de elf Autobot- of Decepticon-personages in de dynamische multiplayer voor twee spelers.</p> </div> <div class="lnk lnk--more">  <a href="#" data-more="Lees meer" data-less="Minder"> <span>Lees meer</span> </a> </div>
